CardImageURLs:	
R4/R4-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-011.png
R4/R4-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-012.png
R4/R4-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-013.png
R4/R4-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-014.png
R4/R4-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-015.png
R4/R4-016.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-016.png
R4/R4-017.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-017.png
R4/R4-018.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-018.png
R4/R4-019.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-019.png
R4/R4-020.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-020.png
R4/R4-021.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-021.png
R4/R4-022.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-022.png
R4/R4-023.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-023.png
R4/R4-024.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-024.png
R4/R4-025.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-025.png
R4/R4-026.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-026.png
R4/R4-027.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-027.png
R4/R4-028.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-028.png
R4/R4-029.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-029.png
R4/R4-030.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-030.png
R4/R4-031.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-031.png
R4/R4-032.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-032.png
R4/R4-033.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-033.png
R4/R4-034.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-034.png
R4/R4-035.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-035.png
R4/R4-036.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-036.png
R4/R4-037.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-037.png
R4/R4-038.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-038.png
R4/R4-039.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-039.png
R4/R4-040.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-040.png
R4/R4-041.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-041.png
R4/R4-042.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-042.png
R4/R4-043.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-043.png
R4/R4-044.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-044.png
R4/R4-045.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-045.png
R4/R4-046.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-046.png
R4/R4-047.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-047.png
R4/R4-048.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-048.png
R4/R4-049.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-049.png
R4/R4-050.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-050.png
R4/R4-051.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-051.png
R4/R4-052.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-052.png
R4/R4-053.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-053.png
R4/R4-054.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-054.png
R4/R4-055.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-055.png
R4/R4-056.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-056.png
R4/R4-057.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-057.png
R4/R4-058.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-058.png
R4/R4-059.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-059.png
R4/R4-060.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-060.png
R4/R4-061.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-061.png
R4/R4-062.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-062.png
R4/R4-063.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-063.png
R4/R4-064.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-064.png
R4/R4-065.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-065.png
R4/R4-066.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-066.png
R4/R4-067.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-067.png
R4/R4-068.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-068.png
R4/R4-069.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-069.png
R4/R4-070.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-070.png
R4/R4-071.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-071.png
R4/R4-072.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-072.png
R4/R4-073.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-073.png
R4/R4-074.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-074.png
R4/R4-075.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-075.png
R4/R4-076.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-076.png
R4/R4-077.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-077.png
R4/R4-078.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-078.png
RSP/RSP-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-001.png
RSP/RSP-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-002.png
RSP/RSP-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-003.png
RSP/RSP-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-004.png
RSP/RSP-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-005.png
RSP/RSP-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-006.png
RSP/RSP-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-007.png
RSP/RSP-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-008.png
RSP/RSP-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-009.png
RSP/RSP-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-010.png
RSP/RSP-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-011.png
RSP/RSP-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-012.png
RSP/RSP-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-013.png
RSP/RSP-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-014.png
RSP/RSP-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-015.png
RSP/RSP-016.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-016.png
RSP/RSP-017.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-017.png
RSP/RSP-018.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-018.png
RSP/RSP-019.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-019.png
RSP/RSP-020.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-020.png
RSP/RSP-021.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-021.png
RSP/RSP-022.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-022.png
RSP/RSP-023.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-023.png
RSP/RSP-024.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RSP/RSP-024.png
R5/R5-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-001.png
R5/R5-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-002.png
R5/R5-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-003.png
R5/R5-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-004.png
R5/R5-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-005.png
R5/R5-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-006.png
R5/R5-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-007.png
R5/R5-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-008.png
R5/R5-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-009.png
R5/R5-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-010.png
R5/R5-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-011.png
R5/R5-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-012.png
R5/R5-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-013.png
R5/R5-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-014.png
R5/R5-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-015.png
R5/R5-016.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-016.png
R5/R5-017.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-017.png
R5/R5-018.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-018.png
R5/R5-019.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-019.png
R5/R5-020.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-020.png
R5/R5-021.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-021.png
R5/R5-022.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-022.png
R5/R5-023.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-023.png
R5/R5-024.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-024.png
R5/R5-025.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-025.png
R5/R5-026.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-026.png
R5/R5-027.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-027.png
R5/R5-028.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-028.png
R5/R5-029.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-029.png
R5/R5-030.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-030.png
R5/R5-031.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-031.png
R5/R5-032.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-032.png
R5/R5-033.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-033.png
R5/R5-034.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-034.png
R5/R5-035.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-035.png
R5/R5-036.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-036.png
R5/R5-037.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-037.png
R5/R5-038.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-038.png
R5/R5-039.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-039.png
R5/R5-040.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-040.png
R5/R5-041.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-041.png
R5/R5-042.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-042.png
R5/R5-043.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-043.png
R5/R5-044.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-044.png
R5/R5-045.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-045.png
R5/R5-046.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-046.png
R5/R5-047.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-047.png
R5/R5-048.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-048.png
R5/R5-049.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-049.png
R5/R5-050.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-050.png
R5/R5-051.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-051.png
R5/R5-052.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-052.png
R5/R5-053.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-053.png
R5/R5-054.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-054.png
R5/R5-055.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-055.png
R5/R5-056.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-056.png
R5/R5-057.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-057.png
R5/R5-058.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-058.png
R5/R5-059.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-059.png
R5/R5-060.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-060.png
R5/R5-061.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-061.png
R5/R5-062.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-062.png
R5/R5-063.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-063.png
R5/R5-064.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-064.png
R5/R5-065.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-065.png
R5/R5-066.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-066.png
R5/R5-067.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-067.png
R5/R5-068.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-068.png
R5/R5-069.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-069.png
R5/R5-070.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-070.png
R5/R5-071.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-071.png
R5/R5-072.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R5/R5-072.png
R6/r6-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-001.png
R6/r6-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-002.png
R6/r6-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-003.png
R6/r6-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-004.png
R6/r6-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-005.png
R6/r6-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-006.png
R6/r6-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-007.png
R6/r6-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-008.png
R6/r6-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-009.png
R6/r6-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-010.png
R6/r6-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-011.png
R6/r6-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-012.png
R6/r6-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-013.png
R6/r6-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-014.png
R6/r6-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-015.png
R6/r6-016.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-016.png
R6/r6-017.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-017.png
R6/r6-018.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-018.png
R6/r6-019.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-019.png
R6/r6-020.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-020.png
R6/r6-021.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-021.png
R6/r6-022.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-022.png
R6/r6-023.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-023.png
R6/r6-024.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-024.png
R6/r6-025.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-025.png
R6/r6-026.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-026.png
R6/r6-027.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-027.png
R6/r6-028.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-028.png
R6/r6-029.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-029.png
R6/r6-030.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-030.png
R6/r6-031.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-031.png
R6/r6-032.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-032.png
R6/r6-033.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-033.png
R6/r6-034.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-034.png
R6/r6-035.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-035.png
R6/r6-036.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-036.png
R6/r6-037.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-037.png
R6/r6-038.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-038.png
R6/r6-039.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-039.png
R6/r6-040.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-040.png
R6/r6-041.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-041.png
R6/r6-042.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-042.png
R6/r6-043.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-043.png
R6/r6-044.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-044.png
R6/r6-045.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-045.png
R6/r6-046.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-046.png
R6/r6-047.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-047.png
R6/r6-048.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-048.png
R6/r6-049.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-049.png
R6/r6-050.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-050.png
R6/r6-051.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-051.png
R6/r6-052.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-052.png
R6/r6-053.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-053.png
R6/r6-054.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-054.png
R6/r6-055.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-055.png
R6/r6-056.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-056.png
R6/r6-057.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-057.png
R6/r6-058.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-058.png
R6/r6-059.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-059.png
R6/r6-060.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-060.png
R6/r6-061.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-061.png
R6/r6-062.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-062.png
R6/r6-063.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-063.png
R6/r6-064.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-064.png
R6/r6-065.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-065.png
R6/r6-066.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-066.png
R6/r6-067.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-067.png
R6/r6-068.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-068.png
R6/r6-069.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-069.png
R6/r6-070.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-070.png
R6/r6-071.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-071.png
R6/r6-072.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R6/r6-072.png
RA2/RA2-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-001.png
RA2/RA2-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-002.png
RA2/RA2-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-003.png
RA2/RA2-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-004.png
RA2/RA2-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-005.png
RA2/RA2-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-006.png
RA2/RA2-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-007.png
RA2/RA2-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-008.png
RA2/RA2-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-009.png
RA2/RA2-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-010.png
RA2/RA2-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-011.png
RA2/RA2-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-012.png
RA2/RA2-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-013.png
RA2/RA2-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-014.png
RA2/RA2-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA2/RA2-015.png
